district,y,m,rainfall
Ceel Buur,2021,6,1.37
Ceel Dheer,2021,6,5.91
Ceel Waaq,2021,6,5.12
Ceerigaabo,2021,6,10.12
Dhuusamarreeb,2021,6,1.11
Diinsoor,2021,6,16.57
Doolow,2021,6,1.04
Eyl,2021,6,1.26
Gaalkacyo,2021,6,2.14
Galdogob,2021,6,1.85
Garbahaarey,2021,6,3.23
Garoowe,2021,6,1.02
Gebiley,2021,6,15.31
Hargeysa,2021,6,11.01
Hobyo,2021,6,1.62
Iskushuban,2021,6,1.2
Jalalaqsi,2021,6,4.79
Jamaame,2021,6,56.76
Jariiban,2021,6,1.83
Jilib,2021,6,45.41
Jowhar,2021,6,6.85
Kismaayo,2021,6,49.15
Kurtunwaarey,2021,6,26.71
Laas Caanood,2021,6,0.88
Laasqoray,2021,6,4.6
Lughaye,2021,6,0.44
Luuq,2021,6,2.54
Marka,2021,6,21.25
Owdweyne,2021,6,9.77
Qandala,2021,6,3.44
Qansax Dheere,2021,6,6.18
Qardho,2021,6,1.97
Qoryooley,2021,6,23.23
Rab Dhuure,2021,6,1
Saakow,2021,6,17.94
Sablaale,2021,6,36.49
Sheikh,2021,6,6.77
Taleex,2021,6,2.93
Tayeeglow,2021,6,4.15
Waajid,2021,6,5.23
Wanla Weyn,2021,6,11.48
Xarardheere,2021,6,3.76
Xudun,2021,6,2.45
Xudur,2021,6,1.14
Zeylac,2021,6,1.65
Adan Yabaal,2021,7,19.8
Afgooye,2021,7,28.04
Afmadow,2021,7,28.09
Baardheere,2021,7,16.02
Badhaadhe,2021,7,38.79
Baki,2021,7,45.08
Balcad,2021,7,30.34
Banadir,2021,7,37.12
Bandarbeyla,2021,7,0.69
Baraawe,2021,7,38.75
Baydhaba,2021,7,24.99
Belet Weyne,2021,7,23.6
Belet Xaawo,2021,7,6.24
Berbera,2021,7,21.12
Borama,2021,7,47.13
Bossaso,2021,7,1.61
Bu'aale,2021,7,37.45
Bulo Burto,2021,7,8.44
Burco,2021,7,34.34
Burtinle,2021,7,0
Buuhoodle,2021,7,9.27
Buur Hakaba,2021,7,26.1
Cabudwaaq,2021,7,4.33
Cadaado,2021,7,3.39
Cadale,2021,7,31.23
Caluula,2021,7,0
Caynabo,2021,7,0.01
Ceel Afweyn,2021,7,3.19
Ceel Barde,2021,7,12.25
Ceel Buur,2021,7,1.73
Ceel Dheer,2021,7,6.28
Ceel Waaq,2021,7,11.15
Ceerigaabo,2021,7,1.53
Dhuusamarreeb,2021,7,16.63
Diinsoor,2021,7,22.74
Doolow,2021,7,0.05
Eyl,2021,7,0
Gaalkacyo,2021,7,0
Galdogob,2021,7,0.11
Garbahaarey,2021,7,7.95
Garoowe,2021,7,0.18
Gebiley,2021,7,5.91
Hargeysa,2021,7,18.26
Hobyo,2021,7,0
Iskushuban,2021,7,0.13
Jalalaqsi,2021,7,17.06
Jamaame,2021,7,41.11
Jariiban,2021,7,2.65
Jilib,2021,7,51.18
Jowhar,2021,7,18.14
Kismaayo,2021,7,49.49
Kurtunwaarey,2021,7,34.43
Laas Caanood,2021,7,23.28
Laasqoray,2021,7,5.46
Lughaye,2021,7,15.08
Luuq,2021,7,2.66
Marka,2021,7,33.55
Owdweyne,2021,7,2.93
Qandala,2021,7,0.04
Qansax Dheere,2021,7,15.71
Qardho,2021,7,0.87
Qoryooley,2021,7,30.86
Rab Dhuure,2021,7,45.08
Saakow,2021,7,22.91
Sablaale,2021,7,38.81
Sheikh,2021,7,14.95
Taleex,2021,7,6.02
Tayeeglow,2021,7,36.58
Waajid,2021,7,13.26
Wanla Weyn,2021,7,16.92
Xarardheere,2021,7,0.03
Xudun,2021,7,0.43
Xudur,2021,7,13.17
Zeylac,2021,7,5.52
Adan Yabaal,2021,8,19.05
Afgooye,2021,8,10.6
Afmadow,2021,8,14.39
Baardheere,2021,8,7.14
Badhaadhe,2021,8,21.36
Baki,2021,8,30.22
Balcad,2021,8,14.67
Banadir,2021,8,24.75
Bandarbeyla,2021,8,2.54
Baraawe,2021,8,27.83
Baydhaba,2021,8,14.24
Belet Weyne,2021,8,5.95
Belet Xaawo,2021,8,5.46
Berbera,2021,8,5.97
Borama,2021,8,79.71
Bossaso,2021,8,8.35
Bu'aale,2021,8,15.06
Bulo Burto,2021,8,8.96
Burco,2021,8,7.46
Burtinle,2021,8,0.89
Buuhoodle,2021,8,0.51
Buur Hakaba,2021,8,14.31
Cabudwaaq,2021,8,3.22
Cadaado,2021,8,1.84
Cadale,2021,8,16.21
Caluula,2021,8,4.36
Caynabo,2021,8,1.98
Ceel Afweyn,2021,8,4.74
Ceel Barde,2021,8,11.47
Ceel Buur,2021,8,2.05
Ceel Dheer,2021,8,16.34
Ceel Waaq,2021,8,8.11
Ceerigaabo,2021,8,14.91
Dhuusamarreeb,2021,8,1.71
Diinsoor,2021,8,10.24
Doolow,2021,8,0.23
Eyl,2021,8,0.5
Gaalkacyo,2021,8,0.58
Galdogob,2021,8,0.37
Garbahaarey,2021,8,5.68
Garoowe,2021,8,1.01
Gebiley,2021,8,88.47
Hargeysa,2021,8,52.5
Hobyo,2021,8,1.65
Iskushuban,2021,8,4.94
Jalalaqsi,2021,8,5.18
Jamaame,2021,8,28.22
Jariiban,2021,8,0.11
Jilib,2021,8,27.51
Jowhar,2021,8,6.06
Kismaayo,2021,8,21.1
Kurtunwaarey,2021,8,21.94
Laas Caanood,2021,8,0.5
Laasqoray,2021,8,8.12
Lughaye,2021,8,2.94
Luuq,2021,8,2.41
Marka,2021,8,24.71
Owdweyne,2021,8,26.04
Qandala,2021,8,10.13
Qansax Dheere,2021,8,8.65
Qardho,2021,8,3.61
Qoryooley,2021,8,19.53
Rab Dhuure,2021,8,2.52
Saakow,2021,8,7.51
Sablaale,2021,8,15.42
Sheikh,2021,8,45.82
Taleex,2021,8,1.75
Tayeeglow,2021,8,15.74
Waajid,2021,8,8.43
Wanla Weyn,2021,8,6.1
Xarardheere,2021,8,10.6
Xudun,2021,8,0.77
Xudur,2021,8,8.84
Zeylac,2021,8,10.42
Adan Yabaal,2021,9,2.57
Afgooye,2021,9,9.48
Afmadow,2021,9,14.89
Baardheere,2021,9,7.04
Badhaadhe,2021,9,31.15
Baki,2021,9,87.79
Balcad,2021,9,1.05
Banadir,2021,9,1.65
Bandarbeyla,2021,9,15.69
Baraawe,2021,9,12.11
Baydhaba,2021,9,5.35
Belet Weyne,2021,9,1.03
Belet Xaawo,2021,9,1.45
Berbera,2021,9,65.89
Borama,2021,9,11.88
Bossaso,2021,9,26.35
Bu'aale,2021,9,13.75
Bulo Burto,2021,9,3.22
Burco,2021,9,68.54
Burtinle,2021,9,4.34
Buuhoodle,2021,9,39.56
Buur Hakaba,2021,9,7.45
Cabudwaaq,2021,9,2.3
Cadaado,2021,9,5.18
Cadale,2021,9,5.46
Caluula,2021,9,3.98
Caynabo,2021,9,11.83
Ceel Afweyn,2021,9,56.73
Ceel Barde,2021,9,7.22
Ceel Buur,2021,9,2.86
Ceel Dheer,2021,9,1.58
Ceel Waaq,2021,9,4.45
Ceerigaabo,2021,9,16.54
Dhuusamarreeb,2021,9,1.19
Diinsoor,2021,9,7.8
Doolow,2021,9,1.04
Eyl,2021,9,3.75
Gaalkacyo,2021,9,2.95
Galdogob,2021,9,2.06
Garbahaarey,2021,9,1.92
Garoowe,2021,9,11.78
Gebiley,2021,9,11.9
Hargeysa,2021,9,19.26
Hobyo,2021,9,3
Iskushuban,2021,9,7.87
Jalalaqsi,2021,9,2.36
Jamaame,2021,9,15.83
Jariiban,2021,9,2.34
Jilib,2021,9,14.58
Jowhar,2021,9,1.56
Kismaayo,2021,9,19.57
Kurtunwaarey,2021,9,12.23
Laas Caanood,2021,9,59.23
Laasqoray,2021,9,46.73
Lughaye,2021,9,29.61
Luuq,2021,9,2.11
Marka,2021,9,13.85
Owdweyne,2021,9,20.14
Qandala,2021,9,6.11
Qansax Dheere,2021,9,3.27
Qardho,2021,9,15.64
Qoryooley,2021,9,10.88
Rab Dhuure,2021,9,0
Saakow,2021,9,10.19
Sablaale,2021,9,12.39
Sheikh,2021,9,57.65
Taleex,2021,9,31.99
Tayeeglow,2021,9,5.95
Waajid,2021,9,6.86
Wanla Weyn,2021,9,4.75
Xarardheere,2021,9,2.26
Xudun,2021,9,15.52
Xudur,2021,9,12.87
Zeylac,2021,9,7.56
Adan Yabaal,2021,10,35.94
Afgooye,2021,10,21.02
Afmadow,2021,10,19.61
Baardheere,2021,10,20.59
Badhaadhe,2021,10,18.17
Baki,2021,10,55.31
Balcad,2021,10,31.26
Banadir,2021,10,15.39
Bandarbeyla,2021,10,8.2
Baraawe,2021,10,11.2
Baydhaba,2021,10,33.31
Belet Weyne,2021,10,11.06
Belet Xaawo,2021,10,13.61
Berbera,2021,10,104
Borama,2021,10,38.87
Bossaso,2021,10,20.87
Bu'aale,2021,10,17.58
Bulo Burto,2021,10,18.85
Burco,2021,10,35.67
Burtinle,2021,10,22.17
Buuhoodle,2021,10,35.9
Buur Hakaba,2021,10,26.19
Cabudwaaq,2021,10,21.43
Cadaado,2021,10,18.02
Cadale,2021,10,33.92
Caluula,2021,10,6.4
Caynabo,2021,10,37.84
Ceel Afweyn,2021,10,51.13
Ceel Barde,2021,10,20.29
Ceel Buur,2021,10,13.17
Ceel Dheer,2021,10,37.84
Ceel Waaq,2021,10,16.16
Ceerigaabo,2021,10,28.17
Dhuusamarreeb,2021,10,10.24
Diinsoor,2021,10,19.28
Doolow,2021,10,9.68
Eyl,2021,10,13.06
Gaalkacyo,2021,10,18.27
Galdogob,2021,10,21.48
Garbahaarey,2021,10,22.14
Garoowe,2021,10,20.92
Gebiley,2021,10,47.66
Hargeysa,2021,10,47.16
Hobyo,2021,10,9.39
Iskushuban,2021,10,6.03
Jalalaqsi,2021,10,31.65
Jamaame,2021,10,9.52
Jariiban,2021,10,15.17
Jilib,2021,10,15.78
Jowhar,2021,10,32.2
Kismaayo,2021,10,17.95
Kurtunwaarey,2021,10,18.49
Laas Caanood,2021,10,27.22
Laasqoray,2021,10,21.32
Lughaye,2021,10,47.17
Luuq,2021,10,16.79
Marka,2021,10,7.52
Owdweyne,2021,10,34.28
Qandala,2021,10,21.01
Qansax Dheere,2021,10,38.46
Qardho,2021,10,15.38
Qoryooley,2021,10,17.96
Rab Dhuure,2021,10,21.2
Saakow,2021,10,18.78
Sablaale,2021,10,22.23
Sheikh,2021,10,89.25
Taleex,2021,10,19.6
Tayeeglow,2021,10,16.35
Waajid,2021,10,31.23
Wanla Weyn,2021,10,30.57
Xarardheere,2021,10,15.8
Xudun,2021,10,22.08
Xudur,2021,10,30.06
Zeylac,2021,10,30.14
Adan Yabaal,2021,11,15.9
Afgooye,2021,11,42.86
Afmadow,2021,11,85.49
Baardheere,2021,11,79.63
Badhaadhe,2021,11,65.36
Baki,2021,11,5.43
Balcad,2021,11,35.35
Banadir,2021,11,42.91
Bandarbeyla,2021,11,7.38
Baraawe,2021,11,25.98
Baydhaba,2021,11,24.23
Belet Weyne,2021,11,4.52
Belet Xaawo,2021,11,29.71
Berbera,2021,11,5.42
Borama,2021,11,5.36
Bossaso,2021,11,1.49
Bu'aale,2021,11,63.86
Bulo Burto,2021,11,9.89
Burco,2021,11,4.6
Burtinle,2021,11,3.08
Buuhoodle,2021,11,2.87
Buur Hakaba,2021,11,35.44
Cabudwaaq,2021,11,3.7
Cadaado,2021,11,3.92
Cadale,2021,11,22.82
Caluula,2021,11,22.55
Caynabo,2021,11,3.51
Ceel Afweyn,2021,11,3.03
Ceel Barde,2021,11,3.81
Ceel Buur,2021,11,6.04
Ceel Dheer,2021,11,13.04
Ceel Waaq,2021,11,62.13
Ceerigaabo,2021,11,2.67
Dhuusamarreeb,2021,11,4.65
Diinsoor,2021,11,58.02
Doolow,2021,11,14.91
Eyl,2021,11,6.95
Gaalkacyo,2021,11,4.33
Galdogob,2021,11,3.61
Garbahaarey,2021,11,28.18
Garoowe,2021,11,2.15
Gebiley,2021,11,4.97
Hargeysa,2021,11,4.94
Hobyo,2021,11,5.86
Iskushuban,2021,11,10.56
Jalalaqsi,2021,11,14.15
Jamaame,2021,11,33.35
Jariiban,2021,11,6.77
Jilib,2021,11,42.04
Jowhar,2021,11,18.69
Kismaayo,2021,11,49.68
Kurtunwaarey,2021,11,36.58
Laas Caanood,2021,11,2.58
Laasqoray,2021,11,2.12
Lughaye,2021,11,5.5
Luuq,2021,11,13.8
Marka,2021,11,27.55
Owdweyne,2021,11,5.53
Qandala,2021,11,3.73
Qansax Dheere,2021,11,37.54
Qardho,2021,11,2.29
Qoryooley,2021,11,35.05
Rab Dhuure,2021,11,6.05
Saakow,2021,11,79.86
Sablaale,2021,11,46.16
Sheikh,2021,11,5.09
Taleex,2021,11,2.57
Tayeeglow,2021,11,12.08
Waajid,2021,11,10.15
Wanla Weyn,2021,11,25.02
Xarardheere,2021,11,11.45
Xudun,2021,11,2.97
Xudur,2021,11,4
Zeylac,2021,11,7.54
Adan Yabaal,2021,12,0.42
Afgooye,2021,12,2.33
Afmadow,2021,12,61.38
Baardheere,2021,12,37.68
Badhaadhe,2021,12,84.26
Baki,2021,12,9.36
Balcad,2021,12,1.06
Banadir,2021,12,0.27
Bandarbeyla,2021,12,8.62
Baraawe,2021,12,2.57
Baydhaba,2021,12,7.46
Belet Weyne,2021,12,0.69
Belet Xaawo,2021,12,4.89
Berbera,2021,12,4.2
Borama,2021,12,15.71
Bossaso,2021,12,2.79
Bu'aale,2021,12,11.82
Bulo Burto,2021,12,2.21
Burco,2021,12,2.06
Burtinle,2021,12,0.82
Buuhoodle,2021,12,3.42
Buur Hakaba,2021,12,3.52
Cabudwaaq,2021,12,0.91
Cadaado,2021,12,0.54
Cadale,2021,12,9.13
Caluula,2021,12,15.68
Caynabo,2021,12,2
Ceel Afweyn,2021,12,3.37
Ceel Barde,2021,12,0.66
Ceel Buur,2021,12,3.67
Ceel Dheer,2021,12,5.94
Ceel Waaq,2021,12,20.16
Ceerigaabo,2021,12,2.43
Dhuusamarreeb,2021,12,0.65
Diinsoor,2021,12,7.56
Doolow,2021,12,1.26
Eyl,2021,12,1.99
Gaalkacyo,2021,12,1.21
Galdogob,2021,12,3
Garbahaarey,2021,12,6.11
Garoowe,2021,12,0.35
Gebiley,2021,12,2.42
Hargeysa,2021,12,1.67
Hobyo,2021,12,3.16
Iskushuban,2021,12,3.95
Jalalaqsi,2021,12,2.73
Jamaame,2021,12,17.78
Jariiban,2021,12,2.12
Jilib,2021,12,15.26
Jowhar,2021,12,5
Kismaayo,2021,12,80.7
Kurtunwaarey,2021,12,4.81
Laas Caanood,2021,12,1.85
Laasqoray,2021,12,4.16
Lughaye,2021,12,8.62
Luuq,2021,12,2.42
Marka,2021,12,5.26
Owdweyne,2021,12,2.73
Qandala,2021,12,9.43
Qansax Dheere,2021,12,6.62
Qardho,2021,12,1.97
Qoryooley,2021,12,9.59
Rab Dhuure,2021,12,1.21
Saakow,2021,12,23.6
Sablaale,2021,12,5.07
Sheikh,2021,12,8.62
Taleex,2021,12,0.29
Tayeeglow,2021,12,1.08
Waajid,2021,12,1.78
Wanla Weyn,2021,12,4.35
Xarardheere,2021,12,10.75
Xudun,2021,12,1.84
Xudur,2021,12,0.7
Zeylac,2021,12,9.74
Adan Yabaal,2022,1,2.95
Afgooye,2022,1,1.53
Afmadow,2022,1,6.5
Baardheere,2022,1,2.55
Badhaadhe,2022,1,5.53
Baki,2022,1,7.42
Balcad,2022,1,1.77
Banadir,2022,1,0.73
Bandarbeyla,2022,1,1.18
Baraawe,2022,1,0.51
Baydhaba,2022,1,1.25
Belet Weyne,2022,1,1.02
Belet Xaawo,2022,1,1.44
Berbera,2022,1,5.6
Borama,2022,1,5.44
Bossaso,2022,1,0.44
Bu'aale,2022,1,2.75
Bulo Burto,2022,1,2.15
Burco,2022,1,2.5
Burtinle,2022,1,1.23
Buuhoodle,2022,1,1.05
Buur Hakaba,2022,1,1.02
Cabudwaaq,2022,1,1.2
Cadaado,2022,1,2.15
Cadale,2022,1,2.32
Caluula,2022,1,1.65
Caynabo,2022,1,2.15
Ceel Afweyn,2022,1,3.25
Ceel Barde,2022,1,0.72
Ceel Buur,2022,1,3.58
Ceel Dheer,2022,1,3.88
Ceel Waaq,2022,1,1.64
Ceerigaabo,2022,1,3.14
Dhuusamarreeb,2022,1,2.4
Diinsoor,2022,1,1.2
Doolow,2022,1,1.01
Eyl,2022,1,3.04
Gaalkacyo,2022,1,0.51
Galdogob,2022,1,0.27
Garbahaarey,2022,1,1.25
Garoowe,2022,1,1.89
Gebiley,2022,1,3.13
Hargeysa,2022,1,2.7
Hobyo,2022,1,0.96
Iskushuban,2022,1,0.68
Jalalaqsi,2022,1,2.69
Jamaame,2022,1,1.38
Jariiban,2022,1,1.63
Jilib,2022,1,2.46
Jowhar,2022,1,2.29
Kismaayo,2022,1,4.72
Kurtunwaarey,2022,1,1.01
Laas Caanood,2022,1,1.06
Laasqoray,2022,1,0.41
Lughaye,2022,1,8.74
Luuq,2022,1,0.89
Marka,2022,1,1.18
Owdweyne,2022,1,3.65
Qandala,2022,1,0.54
Qansax Dheere,2022,1,1.21
Qardho,2022,1,0.21
Qoryooley,2022,1,1.19
Rab Dhuure,2022,1,0.4
Saakow,2022,1,1.54
Sablaale,2022,1,1.01
Sheikh,2022,1,4.23
Taleex,2022,1,0.73
Tayeeglow,2022,1,0.69
Waajid,2022,1,0.67
Wanla Weyn,2022,1,1.86
Xarardheere,2022,1,3.31
Xudun,2022,1,1.66
Xudur,2022,1,0.46
Zeylac,2022,1,10.58
Adan Yabaal,2022,2,1.21
Afgooye,2022,2,0.76
Afmadow,2022,2,5.66
Baardheere,2022,2,2.91
Badhaadhe,2022,2,3.9
Baki,2022,2,3.78
Balcad,2022,2,0.93
Banadir,2022,2,1.04
Bandarbeyla,2022,2,0.34
Baraawe,2022,2,0.42
Baydhaba,2022,2,1
Belet Weyne,2022,2,0.83
Belet Xaawo,2022,2,2.03
Berbera,2022,2,1.05
Borama,2022,2,6.04
Bossaso,2022,2,0.73
Bu'aale,2022,2,2.29
Bulo Burto,2022,2,0.99
Burco,2022,2,3.05
Burtinle,2022,2,0.71
Buuhoodle,2022,2,1.45
Buur Hakaba,2022,2,1.11
Cabudwaaq,2022,2,2.04
Cadaado,2022,2,0.73
Cadale,2022,2,1.32
Caluula,2022,2,0.31
Caynabo,2022,2,1.6
Ceel Afweyn,2022,2,1.9
Ceel Barde,2022,2,1.19
Ceel Buur,2022,2,1.31
Ceel Dheer,2022,2,1.46
Ceel Waaq,2022,2,2.71
Ceerigaabo,2022,2,2.24
Dhuusamarreeb,2022,2,1
Diinsoor,2022,2,1.37
Doolow,2022,2,1.46
Eyl,2022,2,0.29
Gaalkacyo,2022,2,0.55
Galdogob,2022,2,0.51
Garbahaarey,2022,2,1.26
Garoowe,2022,2,0.46
Gebiley,2022,2,3.91
Hargeysa,2022,2,4.38
Hobyo,2022,2,0.71
Iskushuban,2022,2,0.25
Jalalaqsi,2022,2,1.64
Jamaame,2022,2,2.12
Jariiban,2022,2,0.55
Jilib,2022,2,1.87
Jowhar,2022,2,1.66
Kismaayo,2022,2,2.57
Kurtunwaarey,2022,2,0.67
Laas Caanood,2022,2,0.64
Laasqoray,2022,2,1.13
Lughaye,2022,2,4.35
Luuq,2022,2,0.89
Marka,2022,2,0.24
Owdweyne,2022,2,4.48
Qandala,2022,2,0.76
Qansax Dheere,2022,2,1.36
Qardho,2022,2,0.59
Qoryooley,2022,2,0.53
Rab Dhuure,2022,2,0.89
Saakow,2022,2,3.27
Sablaale,2022,2,0.92
Sheikh,2022,2,4.55
Taleex,2022,2,0.73
Tayeeglow,2022,2,0.57
Waajid,2022,2,0.85
Wanla Weyn,2022,2,1.12
Xarardheere,2022,2,1.76
Xudun,2022,2,0.54
Xudur,2022,2,0.57
Zeylac,2022,2,6.5
Adan Yabaal,2022,3,16.63
Afgooye,2022,3,7.88
Afmadow,2022,3,20.33
Baardheere,2022,3,28.36
Badhaadhe,2022,3,11.62
Baki,2022,3,5.04
Balcad,2022,3,9.91
Banadir,2022,3,3.29
Bandarbeyla,2022,3,2.14
Baraawe,2022,3,2.42
Baydhaba,2022,3,19.59
Belet Weyne,2022,3,15.25
Belet Xaawo,2022,3,17.53
Berbera,2022,3,1.61
Borama,2022,3,9.56
Bossaso,2022,3,2.75
Bu'aale,2022,3,17.43
Bulo Burto,2022,3,11.43
Burco,2022,3,12.08
Burtinle,2022,3,6.58
Buuhoodle,2022,3,10.99
Buur Hakaba,2022,3,10.5
Cabudwaaq,2022,3,9.58
Cadaado,2022,3,6.85
Cadale,2022,3,15.1
Caluula,2022,3,2.42
Caynabo,2022,3,5.71
Ceel Afweyn,2022,3,3.77
Ceel Barde,2022,3,18.82
Ceel Buur,2022,3,14.84
Ceel Dheer,2022,3,15.99
Ceel Waaq,2022,3,30.35
Ceerigaabo,2022,3,11.78
Dhuusamarreeb,2022,3,14.47
Diinsoor,2022,3,20.76
Doolow,2022,3,10.43
Eyl,2022,3,3.68
Gaalkacyo,2022,3,5.71
Galdogob,2022,3,9.84
Garbahaarey,2022,3,22.52
Garoowe,2022,3,3.9
Gebiley,2022,3,9.76
Hargeysa,2022,3,15.52
Hobyo,2022,3,9.13
Iskushuban,2022,3,2.06
Jalalaqsi,2022,3,10.67
Jamaame,2022,3,4.68
Jariiban,2022,3,6.29
Jilib,2022,3,6.84
Jowhar,2022,3,12.62
Kismaayo,2022,3,9.91
Kurtunwaarey,2022,3,11.52
Laas Caanood,2022,3,4.34
Laasqoray,2022,3,6.57
Lughaye,2022,3,6.36
Luuq,2022,3,16.55
Marka,2022,3,3.17
Owdweyne,2022,3,22.8
Qandala,2022,3,3.13
Qansax Dheere,2022,3,24.25
Qardho,2022,3,4.43
Qoryooley,2022,3,8.59
Rab Dhuure,2022,3,15.59
Saakow,2022,3,23.47
Sablaale,2022,3,12.22
Sheikh,2022,3,8.21
Taleex,2022,3,5.49
Tayeeglow,2022,3,13.84
Waajid,2022,3,19.46
Wanla Weyn,2022,3,9.5
Xarardheere,2022,3,16.97
Xudun,2022,3,2.46
Xudur,2022,3,12.4
Zeylac,2022,3,8.58
Adan Yabaal,2022,4,36.3
Afgooye,2022,4,59.64
Afmadow,2022,4,79.85
Baardheere,2022,4,77.23
Badhaadhe,2022,4,80.69
Baki,2022,4,36
Balcad,2022,4,41.77
Banadir,2022,4,35
Bandarbeyla,2022,4,8.49
Baraawe,2022,4,74.09
Baydhaba,2022,4,84.98
Belet Weyne,2022,4,24.71
Belet Xaawo,2022,4,48.61
Berbera,2022,4,39.39
Borama,2022,4,49.25
Bossaso,2022,4,13.04
Bu'aale,2022,4,83.3
Bulo Burto,2022,4,30.48
Burco,2022,4,23.08
Burtinle,2022,4,7.66
Buuhoodle,2022,4,13.14
Buur Hakaba,2022,4,79.1
Cabudwaaq,2022,4,23.35
Cadaado,2022,4,23.54
Cadale,2022,4,70.48
Caluula,2022,4,9.73
Caynabo,2022,4,15.3
Ceel Afweyn,2022,4,17.38
Ceel Barde,2022,4,41.58
Ceel Buur,2022,4,23.81
Ceel Dheer,2022,4,34.05
Ceel Waaq,2022,4,78.45
Ceerigaabo,2022,4,11.2
Dhuusamarreeb,2022,4,18.1
Diinsoor,2022,4,86.21
Doolow,2022,4,33
Eyl,2022,4,10.24
Gaalkacyo,2022,4,16.87
Galdogob,2022,4,19.87
Garbahaarey,2022,4,54.72
Garoowe,2022,4,7.99
Gebiley,2022,4,53.47
Hargeysa,2022,4,45.04
Hobyo,2022,4,18.24
Iskushuban,2022,4,10.15
Jalalaqsi,2022,4,33.52
Jamaame,2022,4,74.86
Jariiban,2022,4,13.71
Jilib,2022,4,108
Jowhar,2022,4,36.97
Kismaayo,2022,4,76.47
Kurtunwaarey,2022,4,65.08
Laas Caanood,2022,4,6.72
Laasqoray,2022,4,12.49
Lughaye,2022,4,19.59
Luuq,2022,4,52.85
Marka,2022,4,40.94
Owdweyne,2022,4,27.76
Qandala,2022,4,18.74
Qansax Dheere,2022,4,80.87
Qardho,2022,4,11.11
Qoryooley,2022,4,64.07
Rab Dhuure,2022,4,26.365
Saakow,2022,4,93.11
Sablaale,2022,4,79.52
Sheikh,2022,4,61.51
Taleex,2022,4,8.82
Tayeeglow,2022,4,42.35
Waajid,2022,4,77.13
Wanla Weyn,2022,4,54.87
Xarardheere,2022,4,23.16
Xudun,2022,4,8.51
Xudur,2022,4,50.42
Zeylac,2022,4,15.91
Adan Yabaal,2022,5,43.33
Afgooye,2022,5,46.78
Afmadow,2022,5,73.41
Baardheere,2022,5,50.48
Badhaadhe,2022,5,116
Baki,2022,5,7.67
Balcad,2022,5,30.72
Banadir,2022,5,33.69
Bandarbeyla,2022,5,10.67
Baraawe,2022,5,76.64
Baydhaba,2022,5,57.66
Belet Weyne,2022,5,44.75
Belet Xaawo,2022,5,35.51
Berbera,2022,5,12.96
Borama,2022,5,9.12
Bossaso,2022,5,8.09
Bu'aale,2022,5,111
Bulo Burto,2022,5,49.41
Burco,2022,5,40.35
Burtinle,2022,5,48.55
Buuhoodle,2022,5,47.53
Buur Hakaba,2022,5,66.27
Cabudwaaq,2022,5,45.3
Cadaado,2022,5,41.49
Cadale,2022,5,37.65
Caluula,2022,5,2.49
Caynabo,2022,5,34.97
Ceel Afweyn,2022,5,27.41
Ceel Barde,2022,5,27.77
Ceel Buur,2022,5,39.57
Ceel Dheer,2022,5,49.5
Ceel Waaq,2022,5,35.79
Ceerigaabo,2022,5,18.48
Dhuusamarreeb,2022,5,42.57
Diinsoor,2022,5,75.81
Doolow,2022,5,27.77
Eyl,2022,5,24.71
Gaalkacyo,2022,5,39.34
Galdogob,2022,5,46.35
Garbahaarey,2022,5,43.1
Garoowe,2022,5,23.32
Gebiley,2022,5,18.3
Hargeysa,2022,5,26.5
Hobyo,2022,5,29.84
Iskushuban,2022,5,4.09
Jalalaqsi,2022,5,44.56
Jamaame,2022,5,93.93
Jariiban,2022,5,32.11
Jilib,2022,5,116
Jowhar,2022,5,36.95
Kismaayo,2022,5,107
Kurtunwaarey,2022,5,81.03
Laas Caanood,2022,5,28.71
Laasqoray,2022,5,11.95
Lughaye,2022,5,3.12
Luuq,2022,5,35.88
Marka,2022,5,42.94
Owdweyne,2022,5,36.74
Qandala,2022,5,5.72
Qansax Dheere,2022,5,41.52
Qardho,2022,5,13.17
Qoryooley,2022,5,63.57
Rab Dhuure,2022,5,37.14
Saakow,2022,5,68.78
Sablaale,2022,5,115
Sheikh,2022,5,25.8
Taleex,2022,5,10.14
Tayeeglow,2022,5,50.77
Waajid,2022,5,50.44
Wanla Weyn,2022,5,41.68
Xarardheere,2022,5,47.66
Xudun,2022,5,24.68
Xudur,2022,5,42.41
Zeylac,2022,5,3.71
Adan Yabaal,2022,6,6.49
Afgooye,2022,6,20.56
Afmadow,2022,6,31.59
Baardheere,2022,6,7.78
Badhaadhe,2022,6,51.71
Baki,2022,6,4
Balcad,2022,6,17.68
Banadir,2022,6,19.11
Bandarbeyla,2022,6,1.55
Baraawe,2022,6,43.02
Baydhaba,2022,6,9.44
Belet Weyne,2022,6,2.77
Belet Xaawo,2022,6,2.76
Berbera,2022,6,1.93
Borama,2022,6,12.47
Bossaso,2022,6,4.35
Bu'aale,2022,6,43.36
Bulo Burto,2022,6,3.38
Burco,2022,6,9.57
Burtinle,2022,6,1.48
Buuhoodle,2022,6,2.18
Buur Hakaba,2022,6,19.74
Cabudwaaq,2022,6,1.62
Cadaado,2022,6,1.94
Cadale,2022,6,13.43
Caluula,2022,6,1.29
Caynabo,2022,6,5.84
Ceel Afweyn,2022,6,8.28
Ceel Barde,2022,6,1.1
Ceel Buur,2022,6,1.81
Ceel Dheer,2022,6,6.86
